JobID,start_time,end_time,runtime_sec,NodeList,energy_kwh
5363118,2026-04-13 20:15:04,2026-04-13 20:15:06,2.0,cn515,0.0002555555555555556
5363490,2026-04-13 20:46:53,2026-04-13 20:46:55,2.0,cn520,0.0002513888888888889
5363491,2026-04-13 20:46:54,2026-04-13 20:46:56,2.0,cn515,0.00025833333333333334
5363493,2026-04-13 20:46:56,2026-04-13 20:46:57,1.0,cn076,0.00016666666666666666
5363495,2026-04-13 20:47:06,2026-04-13 20:47:08,2.0,cn515,0.00025833333333333334
5363496,2026-04-13 20:47:08,2026-04-13 20:47:11,3.0,cn515,0.00025833333333333334
5364818,2026-04-13 22:10:10,2026-04-13 22:10:12,2.0,cn294,0.0002666666666666667
5365627,2026-04-13 23:07:34,2026-04-13 23:07:36,2.0,cn501,0.0002713888888888889
5366026,2026-04-13 23:46:54,2026-04-13 23:46:56,2.0,cn523,0.00027416666666666664
5366154,2026-04-14 00:07:34,2026-04-14 00:07:35,1.0,cn067,0.00016
5366945,2026-04-14 00:46:55,2026-04-14 00:46:56,1.0,cn062,0.00016
5366948,2026-04-14 00:47:13,2026-04-14 00:47:14,1.0,cn094,0.00016666666666666666
5368913,2026-04-14 02:07:33,2026-04-14 02:07:35,2.0,cn505,0.00026388888888888886
5368914,2026-04-14 02:10:05,2026-04-14 02:10:08,3.0,cn298,0.0001811111111111111
5368917,2026-04-14 02:10:08,2026-04-14 02:10:10,2.0,cn298,0.00027277777777777776
5368919,2026-04-14 02:10:10,2026-04-14 02:10:12,2.0,cn298,0.00017361111111111112
5368921,2026-04-14 02:10:12,2026-04-14 02:10:14,2.0,cn298,0.00018472222222222222
5368926,2026-04-14 02:10:14,2026-04-14 02:10:16,2.0,cn298,0.00020277777777777777
5369279,2026-04-14 02:46:54,2026-04-14 02:46:55,1.0,cn054,0.00016666666666666666
5369283,2026-04-14 02:46:54,2026-04-14 02:46:56,2.0,cn535,0.00026388888888888886
5370031,2026-04-14 03:46:59,2026-04-14 03:47:01,2.0,cn297,0.00026722222222222224
5370304,2026-04-14 04:07:36,2026-04-14 04:07:38,2.0,cn001,0.00017333333333333334
5370305,2026-04-14 04:07:36,2026-04-14 04:07:38,2.0,cn001,0.00017333333333333334
5370306,2026-04-14 04:07:40,2026-04-14 04:07:42,2.0,cn294,0.00026388888888888886
5370307,2026-04-14 04:07:45,2026-04-14 04:07:47,2.0,cn294,0.00026388888888888886
5370799,2026-04-14 04:47:05,2026-04-14 04:47:07,2.0,cn299,0.0002686111111111111
5370801,2026-04-14 04:47:09,2026-04-14 04:47:11,2.0,cn299,0.00026944444444444444
5371413,2026-04-14 05:46:51,2026-04-14 05:46:53,2.0,cn072,0.00016666666666666666
5371414,2026-04-14 05:46:51,2026-04-14 05:46:54,3.0,cn294,0.00026388888888888886
5371585,2026-04-14 06:07:39,2026-04-14 06:07:40,1.0,cn055,0.00016
5372187,2026-04-14 07:07:31,2026-04-14 07:07:33,2.0,cn507,0.0002555555555555556
5372193,2026-04-14 07:07:49,2026-04-14 07:07:51,2.0,cn294,0.0002611111111111111
5372593,2026-04-14 07:46:52,2026-04-14 07:46:54,2.0,cn294,0.0002611111111111111
5372596,2026-04-14 07:46:55,2026-04-14 07:46:57,2.0,cn294,0.0002611111111111111
5372598,2026-04-14 07:46:55,2026-04-14 07:46:56,1.0,cn010,0.00016666666666666666
5372599,2026-04-14 07:46:56,2026-04-14 07:46:57,1.0,cn294,0.00013055555555555555
5373131,2026-04-14 08:46:52,2026-04-14 08:46:53,1.0,cn112,0.00016
5373452,2026-04-14 09:07:33,2026-04-14 09:07:34,1.0,cn017,0.00016666666666666666
5373857,2026-04-14 09:46:56,2026-04-14 09:46:58,2.0,cn502,0.00025833333333333334
5374107,2026-04-14 10:07:31,2026-04-14 10:07:32,1.0,cn550,0.00012916666666666667
5374109,2026-04-14 10:07:32,2026-04-14 10:07:35,3.0,cn550,0.00025833333333333334
5374111,2026-04-14 10:07:32,2026-04-14 10:07:34,2.0,cn033,0.00016666666666666666
5374594,2026-04-14 10:46:54,2026-04-14 10:46:55,1.0,cn550,0.00014361111111111112
5374756,2026-04-14 11:07:32,2026-04-14 11:07:34,2.0,cn505,0.0002658333333333333
5374757,2026-04-14 11:07:34,2026-04-14 11:07:36,2.0,cn515,0.0002555555555555556
5375106,2026-04-14 11:46:57,2026-04-14 11:46:59,2.0,cn515,0.00025833333333333334
5375298,2026-04-14 12:07:46,2026-04-14 12:07:48,2.0,cn294,0.00026944444444444444
5375809,2026-04-14 13:07:36,2026-04-14 13:07:39,3.0,cn515,0.00025833333333333334
5376277,2026-04-14 14:07:31,2026-04-14 14:07:33,2.0,cn297,0.0002666666666666667
5377084,2026-04-14 14:46:56,2026-04-14 14:46:57,1.0,cn544,0.00013333333333333334
5377086,2026-04-14 14:47:02,2026-04-14 14:47:04,2.0,cn544,0.0002666666666666667
5377217,2026-04-14 15:07:45,2026-04-14 15:07:47,2.0,cn507,0.0002561111111111111
5377218,2026-04-14 15:08:32,2026-04-14 15:08:34,2.0,cn294,0.0002666666666666667
5377220,2026-04-14 15:08:30,2026-04-14 15:08:33,3.0,cn096,0.00016666666666666666
5378112,2026-04-14 16:46:57,2026-04-14 16:46:59,2.0,cn297,0.0002666666666666667
5378297,2026-04-14 17:07:56,2026-04-14 17:07:58,2.0,cn294,0.0002666666666666667
5378882,2026-04-14 18:07:37,2026-04-14 18:07:39,2.0,cn299,0.0002666666666666667
5379474,2026-04-14 19:07:31,2026-04-14 19:07:33,2.0,cn522,0.0002625
5379475,2026-04-14 19:07:33,2026-04-14 19:07:34,1.0,cn527,0.00015194444444444446
5379975,2026-04-14 19:46:52,2026-04-14 19:46:53,1.0,cn112,0.00016
5379983,2026-04-14 19:46:57,2026-04-14 19:46:58,1.0,cn005,0.00016
5380564,2026-04-14 20:45:25,2026-04-14 20:45:26,1.0,cn004,0.00016666666666666666
5380611,2026-04-14 20:46:52,2026-04-14 20:46:53,1.0,cn295,0.00013472222222222222
5380614,2026-04-14 20:46:53,2026-04-14 20:46:56,3.0,cn525,0.00026305555555555555
5380618,2026-04-14 20:46:58,2026-04-14 20:46:59,1.0,cn066,0.00016
5380906,2026-04-14 21:07:37,2026-04-14 21:07:39,2.0,cn501,0.0002555555555555556
5380921,2026-04-14 21:07:55,2026-04-14 21:07:57,2.0,cn501,0.00025416666666666665
5381578,2026-04-14 21:46:55,2026-04-14 21:46:57,2.0,cn294,0.0002666666666666667
5381831,2026-04-14 22:07:33,2026-04-14 22:07:34,1.0,cn004,0.00016
5381832,2026-04-14 22:07:44,2026-04-14 22:07:45,1.0,cn004,0.00016
5381833,2026-04-14 22:07:45,2026-04-14 22:07:46,1.0,cn004,0.00016
5382608,2026-04-14 22:47:41,2026-04-14 22:47:43,2.0,cn298,0.00016583333333333334
5382609,2026-04-14 22:47:43,2026-04-14 22:47:45,2.0,cn298,0.00018888888888888888
5382768,2026-04-14 23:08:47,2026-04-14 23:08:50,3.0,cn295,0.0002666666666666667
5383456,2026-04-14 23:46:53,2026-04-14 23:46:55,2.0,cn077,0.00016666666666666666
5383460,2026-04-14 23:46:56,2026-04-14 23:46:58,2.0,cn295,0.00026388888888888886
5383580,2026-04-15 00:07:37,2026-04-15 00:07:38,1.0,cn027,0.00015333333333333334
5384745,2026-04-15 00:46:55,2026-04-15 00:46:57,2.0,cn294,0.00026944444444444444
5384765,2026-04-15 00:47:05,2026-04-15 00:47:07,2.0,cn535,0.0002602777777777778
5384772,2026-04-15 00:47:08,2026-04-15 00:47:10,2.0,cn294,0.00026944444444444444
5386383,2026-04-15 01:47:16,2026-04-15 01:47:18,2.0,cn523,0.0002547222222222222
5386754,2026-04-15 02:07:44,2026-04-15 02:07:45,1.0,cn112,0.00016
5386755,2026-04-15 02:07:44,2026-04-15 02:07:46,2.0,cn523,0.0002755555555555556
5387832,2026-04-15 03:07:32,2026-04-15 03:07:33,1.0,cn072,0.00016666666666666666
5388354,2026-04-15 03:46:55,2026-04-15 03:46:56,1.0,cn007,0.00016
5388690,2026-04-15 04:07:33,2026-04-15 04:07:35,2.0,cn294,0.00026944444444444444
5388691,2026-04-15 04:07:33,2026-04-15 04:07:35,2.0,cn294,0.00026944444444444444
5388694,2026-04-15 04:08:02,2026-04-15 04:08:04,2.0,cn296,0.00026944444444444444
5389436,2026-04-15 04:46:56,2026-04-15 04:46:57,1.0,cn003,0.00017333333333333334
5389749,2026-04-15 05:08:46,2026-04-15 05:08:47,1.0,cn296,0.0001361111111111111
5389750,2026-04-15 05:08:48,2026-04-15 05:08:50,2.0,cn296,0.0002722222222222222
5389753,2026-04-15 05:08:54,2026-04-15 05:08:56,2.0,cn296,0.0002722222222222222
5390560,2026-04-15 05:46:57,2026-04-15 05:46:58,1.0,cn040,0.00016666666666666666
5390561,2026-04-15 05:50:01,2026-04-15 05:50:03,2.0,cn298,0.00016527777777777778
5390565,2026-04-15 05:50:03,2026-04-15 05:50:06,3.0,cn298,0.0002597222222222222
5390566,2026-04-15 05:47:16,2026-04-15 05:47:18,2.0,cn509,0.00026722222222222224
5391015,2026-04-15 06:14:08,2026-04-15 06:14:10,2.0,cn298,0.00017916666666666667
5391017,2026-04-15 06:07:34,2026-04-15 06:07:36,2.0,cn520,0.0002588888888888889
5391018,2026-04-15 06:14:10,2026-04-15 06:14:13,3.0,cn298,0.00026388888888888886
5391021,2026-04-15 06:14:13,2026-04-15 06:14:15,2.0,cn298,0.00019638888888888888
5391507,2026-04-15 06:46:55,2026-04-15 06:46:57,2.0,cn295,0.0002666666666666667
5391510,2026-04-15 06:47:07,2026-04-15 06:47:10,3.0,cn295,0.0002686111111111111
5391512,2026-04-15 06:47:15,2026-04-15 06:47:17,2.0,cn295,0.0002666666666666667
5391772,2026-04-15 07:07:35,2026-04-15 07:07:37,2.0,cn294,0.0002722222222222222
5391773,2026-04-15 07:07:37,2026-04-15 07:07:40,3.0,cn294,0.00027
5393076,2026-04-15 09:07:35,2026-04-15 09:07:37,2.0,cn508,0.00026388888888888886
5393083,2026-04-15 09:07:54,2026-04-15 09:07:56,2.0,cn297,0.0002713888888888889
5393948,2026-04-15 09:46:57,2026-04-15 09:46:59,2.0,cn501,0.00026166666666666667
5394565,2026-04-15 11:07:32,2026-04-15 11:07:33,1.0,cn069,0.00022333333333333333
5395001,2026-04-15 11:46:53,2026-04-15 11:46:56,3.0,cn296,0.0002722222222222222
5395006,2026-04-15 11:46:57,2026-04-15 11:46:59,2.0,cn522,0.0002611111111111111
5395127,2026-04-15 12:07:34,2026-04-15 12:07:36,2.0,cn522,0.00027416666666666664
5396235,2026-04-15 12:47:13,2026-04-15 12:47:16,3.0,cn294,0.0002722222222222222
5396555,2026-04-15 13:11:29,2026-04-15 13:11:31,2.0,cn298,0.00018194444444444445
5397408,2026-04-15 14:11:12,2026-04-15 14:11:14,2.0,cn298,0.00027694444444444446
5397426,2026-04-15 14:11:14,2026-04-15 14:11:16,2.0,cn298,0.00021805555555555556
5397657,2026-04-15 14:13:31,2026-04-15 14:13:33,2.0,cn019,0.00022333333333333333
5400515,2026-04-15 15:46:54,2026-04-15 15:46:55,1.0,cn040,0.00016666666666666666
5400658,2026-04-15 15:48:40,2026-04-15 15:48:43,3.0,cn299,0.0002666666666666667
5400661,2026-04-15 15:48:40,2026-04-15 15:48:43,3.0,cn294,0.00026944444444444444
5401225,2026-04-15 16:13:45,2026-04-15 16:13:48,3.0,cn295,0.0002666666666666667
5401233,2026-04-15 16:13:51,2026-04-15 16:13:53,2.0,cn295,0.0002666666666666667
5402217,2026-04-15 16:46:56,2026-04-15 16:46:58,2.0,cn502,0.00026305555555555555
5402329,2026-04-15 16:50:35,2026-04-15 16:50:38,3.0,cn295,0.00026388888888888886
5402359,2026-04-15 16:50:39,2026-04-15 16:50:41,2.0,cn295,0.00026388888888888886
5402362,2026-04-15 16:49:00,2026-04-15 16:49:01,1.0,cn050,0.00016
5402920,2026-04-15 17:07:43,2026-04-15 17:07:45,2.0,cn510,0.00024083333333333332
5402921,2026-04-15 17:07:47,2026-04-15 17:07:49,2.0,cn296,0.0002722222222222222
5402923,2026-04-15 17:08:31,2026-04-15 17:08:33,2.0,cn510,0.00024166666666666667
5403743,2026-04-15 18:07:32,2026-04-15 18:07:34,2.0,cn294,0.0002666666666666667
5403744,2026-04-15 18:07:34,2026-04-15 18:07:36,2.0,cn295,0.0002666666666666667
5404114,2026-04-15 18:46:51,2026-04-15 18:46:53,2.0,cn012,0.00016
5404116,2026-04-15 18:46:51,2026-04-15 18:46:54,3.0,cn297,0.00026388888888888886
5404127,2026-04-15 18:47:03,2026-04-15 18:47:05,2.0,cn297,0.00026388888888888886
5405587,2026-04-15 20:19:22,2026-04-15 20:19:24,2.0,cn294,0.00026805555555555556
5406292,2026-04-15 21:07:32,2026-04-15 21:07:34,2.0,cn523,0.00025833333333333334
5406295,2026-04-15 21:07:39,2026-04-15 21:07:41,2.0,cn523,0.0002602777777777778
5406700,2026-04-15 21:46:54,2026-04-15 21:46:55,1.0,cn296,0.00013194444444444443
5406720,2026-04-15 21:47:19,2026-04-15 21:47:21,2.0,cn296,0.00026388888888888886
5406722,2026-04-15 21:47:21,2026-04-15 21:47:24,3.0,cn296,0.00026388888888888886
5406910,2026-04-15 22:07:31,2026-04-15 22:07:33,2.0,cn294,0.00026805555555555556
5406911,2026-04-15 22:07:33,2026-04-15 22:07:36,3.0,cn294,0.0002666666666666667
5407207,2026-04-15 22:46:55,2026-04-15 22:46:57,2.0,cn294,0.00026944444444444444
5407830,2026-04-15 23:07:35,2026-04-15 23:07:37,2.0,cn296,0.0002666666666666667
5408347,2026-04-15 23:46:55,2026-04-15 23:46:57,2.0,cn542,0.00026444444444444443
5408349,2026-04-15 23:46:56,2026-04-15 23:46:58,2.0,cn542,0.00026166666666666667
5408350,2026-04-15 23:46:57,2026-04-15 23:46:59,2.0,cn542,0.0002611111111111111
5408352,2026-04-15 23:46:58,2026-04-15 23:47:00,2.0,cn522,0.00026388888888888886
5408946,2026-04-16 00:07:31,2026-04-16 00:07:33,2.0,cn528,0.0002713888888888889
5408948,2026-04-16 00:07:33,2026-04-16 00:07:35,2.0,cn528,0.0002547222222222222
5408953,2026-04-16 00:07:37,2026-04-16 00:07:39,2.0,cn528,0.0002555555555555556
5408955,2026-04-16 00:07:50,2026-04-16 00:07:52,2.0,cn528,0.00025277777777777777
5409569,2026-04-16 01:07:34,2026-04-16 01:07:36,2.0,cn299,0.00027
5409571,2026-04-16 01:07:40,2026-04-16 01:07:43,3.0,cn299,0.00026722222222222224
5410263,2026-04-16 01:48:12,2026-04-16 01:48:14,2.0,cn298,0.00018472222222222222
5413287,2026-04-16 04:07:39,2026-04-16 04:07:41,2.0,cn296,0.0002666666666666667
5413804,2026-04-16 04:46:52,2026-04-16 04:46:54,2.0,cn297,0.00026388888888888886
5413806,2026-04-16 04:46:52,2026-04-16 04:46:53,1.0,cn027,0.00016
5413809,2026-04-16 04:46:55,2026-04-16 04:46:56,1.0,cn011,0.00016
5413812,2026-04-16 04:46:57,2026-04-16 04:46:58,1.0,cn027,0.00017
5414100,2026-04-16 05:07:32,2026-04-16 05:07:35,3.0,cn297,0.00026388888888888886
5414102,2026-04-16 05:07:33,2026-04-16 05:07:35,2.0,cn297,0.00026388888888888886
5414445,2026-04-16 05:46:57,2026-04-16 05:46:58,1.0,cn028,0.00016
5414447,2026-04-16 05:47:00,2026-04-16 05:47:01,1.0,cn009,0.00016666666666666666
5414830,2026-04-16 06:07:37,2026-04-16 06:07:39,2.0,cn019,0.00016
5414832,2026-04-16 06:07:39,2026-04-16 06:07:41,2.0,cn019,0.00016
5415344,2026-04-16 06:47:05,2026-04-16 06:47:07,2.0,cn294,0.00026944444444444444
5416425,2026-04-16 07:47:03,2026-04-16 07:47:05,2.0,cn298,0.00023194444444444445
5417116,2026-04-16 08:10:04,2026-04-16 08:10:06,2.0,cn542,0.0002611111111111111
5417117,2026-04-16 08:10:07,2026-04-16 08:10:09,2.0,cn542,0.00026305555555555555
5417451,2026-04-16 08:46:52,2026-04-16 08:46:54,2.0,cn297,0.0002666666666666667
5417458,2026-04-16 08:46:56,2026-04-16 08:46:57,1.0,cn048,0.00015666666666666666
5417738,2026-04-16 09:07:45,2026-04-16 09:07:47,2.0,cn297,0.0002686111111111111
5417956,2026-04-16 09:46:56,2026-04-16 09:46:57,1.0,cn072,0.00017333333333333334
5420421,2026-04-16 12:07:36,2026-04-16 12:07:39,3.0,cn299,0.00026944444444444444
5422026,2026-04-16 14:07:31,2026-04-16 14:07:33,2.0,cn297,0.00026388888888888886
